mco_id,contract,TC,Pfx,Address,Block,postal_code,Lift,fault_nbr,insert_date,tms_set_date,tms_clear_date,report_date,duration,DownTime_minute,fault_code,report_desc
12,22,AK,F,FERNVALE STREET,473A,791473,B,0,02/Jun/2016 15:50:18:07,,,02/Jun/2016 16:43:34:27,53,53,1701,"FAN STUCKED BY PAPER,REMOVED"
13,19,AK,F,JALAN KAYU,446A,791446,A,0,15/Jun/2016 10:35:33:46,,,15/Jun/2016 13:04:35:386,149,149,1701,0702-ADJ SAFETY EDGE MICRO SWITCH (ED00)
13,19,AK,F,JALAN KAYU,446A,791446,A,0,24/Jun/2016 15:51:37:186,,,24/Jun/2016 16:33:09:633,,41,1701,1704-NEED TO REPLACE RHS INCAR FAN (ER00)
13,19,AK,F,JALAN KAYU,446A,791446,A,0,15/Jun/2016 13:57:52:943,,,15/Jun/2016 17:22:09:943,204,204,1701,1701-14TH FL L/DR LOCK CONTACT ADJ (ER02-13:57:14)
13,19,AK,F,JALAN KAYU,446A,791446,A,12,10/Jun/2016 07:47:57:663,10/Jun/2016 07:47:53,10/Jun/2016 09:25:32,10/Jun/2016 12:11:21:003,263,263,1701,1401-11TH L/DR STUCK BY OBJ REM (ED02 07:40:11)
13,19,AK,F,JALAN KAYU,446A,791446,B,0,26/Jun/2016 11:53:35:483,,,26/Jun/2016 18:51:30:866,417,417,1701,1401-18FLR L/DR STK BY OBJ-ER00
13,19,AK,F,JALAN KAYU,446A,791446,C,16,08/Jun/2016 19:19:01:646,08/Jun/2016 19:18:57,08/Jun/2016 20:48:07,08/Jun/2016 21:56:39:09,89,157,1701,0113-4KM2 CONTACTOR SVC-NEED TO REPL ED12-19:18:10
13,19,AK,F,JALAN KAYU,446A,791446,C,0,27/Jun/2016 10:36:46:136,,,27/Jun/2016 15:33:48:88,297,297,1701,1701-NNED TO REPL CAR GUIDE ROLLER (ER00)
13,19,AK,F,JALAN KAYU,446A,791446,C,0,05/Jun/2016 09:59:10:34,,,05/Jun/2016 13:28:37:066,209,209,1500,1700-LIFT CHECK NORMAL (ER00)
13,19,AK,F,JALAN KAYU,446B,792446,B,11,17/Jun/2016 09:06:53:86,17/Jun/2016 09:06:48,17/Jun/2016 11:21:03,17/Jun/2016 14:50:11:493,343,343,1701,0700-ADJ CAR DR LOCK (ED28 09:03:02)
13,19,AK,F,JALAN KAYU,447A,791447,A,12,26/Jun/2016 05:44:29:983,26/Jun/2016 04:09:12,26/Jun/2016 09:23:03,26/Jun/2016 10:40:37:813,218,296,1701,0800-SVC 7FLR L/DR-ED02- 04:09:07
13,19,AK,F,JALAN KAYU,447A,791447,A,0,04/Jun/2016 07:57:54:723,,,04/Jun/2016 13:55:28:11,357,357,1500,1700-LIFT A CHECK NORMAL (ER00)
13,19,AK,F,JALAN KAYU,447A,791447,B,16,04/Jun/2016 01:31:10:5,04/Jun/2016 01:31:07,04/Jun/2016 10:16:22,04/Jun/2016 16:44:25:07,913,913,1701,0100-CPU INTERMITTEN FAULT ND TO REPL (ED12 23:06:
13,19,AK,F,JALAN KAYU,447A,791447,B,0,17/Jun/2016 10:58:34:886,,,17/Jun/2016 14:54:15:616,,235,1701,1701-ADJ SAFETY EDGE MICRO SWITCH (ER00)
13,19,AK,F,JALAN KAYU,447A,791447,B,16,03/Jun/2016 10:59:55:266,03/Jun/2016 11:01:57,03/Jun/2016 12:52:16,03/Jun/2016 15:02:50,242,242,1701,0113-DRIVE TRIP RESET (ED12 10:50:02)
13,19,AK,F,JALAN KAYU,447B,792447,A,12,15/Jun/2016 10:50:16:893,15/Jun/2016 10:50:06,15/Jun/2016 11:14:15,15/Jun/2016 13:05:14:673,23,134,1701,1701-REPL 1ST FLR L/DR LOCK CONTACT(ER02 10:40:01)
13,19,AK,F,JALAN KAYU,447B,792447,B,0,01/Jun/2016 07:45:08:39,,,01/Jun/2016 11:37:20:743,,232,1701,1701-REPL 19TH FLR DOWN P/BUTTON PCB E100
13,19,AK,F,JALAN KAYU,447B,792447,B,0,29/Jun/2016 14:54:35:733,,,29/Jun/2016 16:04:56:266,70,70,1500,1701-INCAR CHECK NORMAL NO WET CAR TOP CHECK NORMA
13,19,AK,F,JALAN KAYU,447B,792447,B,12,21/Jun/2016 10:39:06:29,21/Jun/2016 10:39:02,21/Jun/2016 10:55:49,21/Jun/2016 12:55:06:433,136,136,1701,1701-SVC 13TH FLR L/DR BAR (ER02 10:30:13)
2,18,AK,F,SENGKANG WEST AVENUE,438A,791438,A,8,01/Jun/2016 18:54:47:17,01/Jun/2016 18:54:43,01/Jun/2016 19:17:02,01/Jun/2016 21:21:02:786,22,146,1500,FALSE CALL
2,18,AK,F,SENGKANG WEST AVENUE,438A,791438,B,8,01/Jun/2016 18:04:54:74,01/Jun/2016 18:04:51,01/Jun/2016 19:17:05,01/Jun/2016 20:45:45:706,160,160,1500,FALSE CALL
2,18,AK,F,SENGKANG WEST AVENUE,438B,792438,B,11,19/Jun/2016 11:36:03:12,19/Jun/2016 11:35:59,19/Jun/2016 15:27:44,19/Jun/2016 16:22:26:866,231,286,1701,0800 - REPLACED 8FL DR WT ROPE
2,18,AK,F,SENGKANG WEST AVENUE,438B,792438,B,0,05/Jun/2016 12:44:57:633,,,05/Jun/2016 15:34:40:87,169,169,1500,1500 - FALSE CALL
2,18,AK,F,SENGKANG WEST AVENUE,439A,791439,A,16,03/Jun/2016 08:21:46:773,03/Jun/2016 08:23:50,03/Jun/2016 08:24:47,03/Jun/2016 11:34:23:486,3,192,1701,1402 - ALARM BELL P/B JAMMED - REPL HOUSIING
2,18,AK,F,SENGKANG WEST AVENUE,439A,791439,B,0,06/Jun/2016 18:13:21:943,,,06/Jun/2016 19:39:26:176,86,86,1500,1500 - CHK NORMAL
2,18,AK,F,SENGKANG WEST AVENUE,439B,792439,B,0,27/Jun/2016 14:15:27:12,,,27/Jun/2016 17:39:56:466,204,204,1500,1500 - LIFT FUNCTIONING
2,18,AK,F,SENGKANG WEST AVENUE,439B,792439,B,0,20/Jun/2016 20:06:04:133,,,20/Jun/2016 22:23:09:223,137,137,1701,1701 - HPI ENCORDER CARD N/R - OMS
2,20,AK,F,SENGKANG WEST WAY,432,790432,A,0,17/Jun/2016 08:47:20:176,,,17/Jun/2016 11:20:37:71,153,153,1701,0801-1FL L/DR 4PCS HANGER ROLLER DEF-OMS
2,20,AK,F,SENGKANG WEST WAY,432,790432,A,0,16/Jun/2016 20:15:27:923,,,17/Jun/2016 00:01:02:186,225,225,1701,0800 - SVC & ADJ 1FL LDR OPS
2,20,AK,F,SENGKANG WEST WAY,432,790432,A,0,15/Jun/2016 08:32:53:936,,,15/Jun/2016 09:51:00:77,78,78,1701,0716-CHECK DR SENSOR-N/R
2,20,AK,F,SENGKANG WEST WAY,432A,791432,B,0,28/Jun/2016 15:45:15:786,,,28/Jun/2016 17:17:36:506,92,92,1701,"1701 - ADJUSTED 13FLR OS DOWN CB, POOR CONTACT"
2,20,AK,F,SENGKANG WEST WAY,433A,791433,A,0,24/Jun/2016 07:48:52:926,,,24/Jun/2016 09:41:09:326,112,112,1500,1500-CHECK NORMAL
2,20,AK,F,SENGKANG WEST WAY,433A,791433,A,0,03/Jun/2016 09:39:44:033,,,03/Jun/2016 09:40:38:013,0,0,5099,OFF EARLIER
2,20,AK,F,SENGKANG WEST WAY,433A,791433,A,0,02/Jun/2016 14:57:41:903,,,02/Jun/2016 17:04:03:513,126,126,1701,1701 - CTOP WET - OMS
2,20,AK,F,SENGKANG WEST WAY,433A,791433,B,0,03/Jun/2016 09:40:06:703,,,03/Jun/2016 13:36:49:766,,236,1701,1402 - 18FL P/B SHORTED - PLS REFER TO T/COUNCIL
2,20,AK,F,SENGKANG WEST WAY,433A,791433,B,0,23/Jun/2016 17:38:07:593,,,23/Jun/2016 21:29:11:6,231,231,1500,CHECK DR OPS NORMAL
2,20,AK,F,SENGKANG WEST WAY,433A,791433,B,0,21/Jun/2016 17:35:42:576,,,21/Jun/2016 19:41:27:69,125,125,1701,1401 - 8FL LDR SILL CLOG WITH CEMENT
2,20,AK,F,SENGKANG WEST WAY,433A,791433,B,0,02/Jun/2016 20:25:19:686,,,02/Jun/2016 21:32:33:553,67,67,1500,1500 - FALSE CALL
2,20,AK,F,SENGKANG WEST WAY,448A,791448,A,16,01/Jun/2016 05:54:03:52,01/Jun/2016 05:56:18,01/Jun/2016 12:48:41,01/Jun/2016 09:16:51:013,414,202,1800,1800-SLW C/B ALWAYS TRIP-OMS
2,20,AK,F,SENGKANG WEST WAY,448A,791448,A,0,16/Jun/2016 21:20:58:053,,,16/Jun/2016 23:42:43:54,141,141,1500,1500 - LIFT FUNCTIONING
2,20,AK,F,SENGKANG WEST WAY,448A,791448,B,0,23/Jun/2016 18:48:20:26,,,23/Jun/2016 21:36:40:93,168,168,1701,0700 - REPLACED SDE ROLLER 1 PCS
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,0,18/Jun/2016 10:41:54:086,,,18/Jun/2016 12:42:45:036,120,120,1706,1706-HPI HANG-RESET
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,0,19/Jun/2016 22:21:01:773,,,20/Jun/2016 12:57:28:39,876,876,5099,OFF EARLIER
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,0,15/Jun/2016 21:30:45:78,,,15/Jun/2016 23:40:16:836,129,129,1500,1500 - FALSE CALL
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,20,20/Jun/2016 15:42:04:626,20/Jun/2016 15:42:00,20/Jun/2016 16:26:49,20/Jun/2016 16:01:19:383,44,19,5099,OFF EARLIER
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,5,19/Jun/2016 10:23:16:38,19/Jun/2016 13:33:03,19/Jun/2016 13:45:34,19/Jun/2016 14:47:49:476,202,264,1706,1706 - PAGER CARD DEF - NR
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,0,16/Jun/2016 05:22:08:296,,,16/Jun/2016 08:58:32:593,216,216,1500,1500-25FL NO CALLING(C/N) & HPI HANG(RESET)
2,20,AK,F,SENGKANG WEST WAY,448B,792448,A,0,14/Jun/2016 06:30:46:25,,,14/Jun/2016 11:14:19:576,283,283,2100,2100-MIC TRIP-RESET & CHECK OPS
2,20,AK,F,SENGKANG WEST WAY,450A,791450,B,0,13/Jun/2016 09:08:51:29,,,13/Jun/2016 11:40:02:993,151,151,1701,1701 - CHECK DR OPS NORMAL
2,20,AK,F,SENGKANG WEST WAY,450A,791450,B,0,14/Jun/2016 15:47:18:343,,,14/Jun/2016 20:37:17:683,289,289,1500,FALSE CALL
2,20,AK,F,SENGKANG WEST WAY,450C,793450,A,0,07/Jun/2016 11:53:58:54,,,07/Jun/2016 15:01:09:82,187,187,1701,0800 - RECTIFIED O/S DOWN P/B
2,20,AK,F,SENGKANG WEST WAY,450C,793450,A,0,13/Jun/2016 10:48:14:623,,,13/Jun/2016 11:48:00:433,59,59,1701,0806 - 17 FLR OS PB PRESSER OUT - FIX BACK
2,20,AK,F,SENGKANG WEST WAY,450C,793450,B,0,09/Jun/2016 07:38:30:733,,,09/Jun/2016 10:52:27:593,193,193,1701,2100-MICTRIP-RESET & CHECK OPS
12,21,AK,F,SENGKANG WEST WAY,451,790451,A,16,07/Jun/2016 13:54:52:2,07/Jun/2016 13:51:07,07/Jun/2016 17:46:17,07/Jun/2016 15:27:57:586,231,93,1702,"CHECK LIFT NORMAL,TMS FAULTY"
12,21,AK,F,SENGKANG WEST WAY,451,790451,A,23,27/Jun/2016 15:19:16:94,27/Jun/2016 15:19:12,27/Jun/2016 15:37:29,27/Jun/2016 15:50:57:743,31,31,1701,RESET FIRE HOMING
12,21,AK,F,SENGKANG WEST WAY,451A,791451,A,8,02/Jun/2016 21:24:24:876,02/Jun/2016 21:24:20,02/Jun/2016 22:52:18,02/Jun/2016 23:04:16:806,99,99,1701,MOVER AT SITE
12,21,AK,F,SENGKANG WEST WAY,452B,792452,B,0,09/Jun/2016 03:19:02:27,,,09/Jun/2016 07:20:23:85,,241,1706,RESET 3RD FLOOR HPI
12,22,AK,F,SENGKANG WEST WAY,469A,791469,A,0,03/Jun/2016 07:47:13:213,,,03/Jun/2016 08:05:05:933,,17,1701,MOVER AT SITE
12,22,AK,F,SENGKANG WEST WAY,469A,791469,A,0,08/Jun/2016 09:32:24:076,,,08/Jun/2016 11:43:30,,131,1713,RESET ELCB
12,22,AK,F,SENGKANG WEST WAY,469A,791469,A,0,27/Jun/2016 15:22:43:703,,,27/Jun/2016 15:50:19:516,,27,1500,CHECK LIFT NORMAL
12,22,AK,F,SENGKANG WEST WAY,469A,791469,B,0,07/Jun/2016 19:23:45:9,,,08/Jun/2016 00:08:49:06,285,285,1701,RESET INDICATOR
12,22,AK,F,SENGKANG WEST WAY,469A,791469,B,0,08/Jun/2016 09:36:03:626,,,08/Jun/2016 11:40:17:163,124,124,1701,READJUST  IN CAR BUZZER  SOUND
12,22,AK,F,SENGKANG WEST WAY,469A,791469,B,0,27/Jun/2016 15:22:48:513,,,27/Jun/2016 15:50:34:42,27,27,1500,CHECK LIFT NORMAL
12,22,AK,F,SENGKANG WEST WAY,469C,793469,A,0,14/Jun/2016 07:13:20:97,,,14/Jun/2016 10:07:42:606,,174,1701,1701-ADJUST SENSOR
12,22,AK,F,SENGKANG WEST WAY,469C,793469,A,0,30/Jun/2016 19:34:18:086,,,01/Jul/2016 00:25:42:113,291,291,1701,"1701,MOVER AT SITE"
12,22,AK,F,SENGKANG WEST WAY,469C,793469,A,0,13/Jun/2016 09:11:56:816,,,13/Jun/2016 13:01:41:123,229,229,1500,"1500,CHECK LIFT NORMAL"
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,A,0,08/Jun/2016 12:00:39:496,,,08/Jun/2016 16:04:34:21,243,243,1701,SECURE CARDOOR MICRO SWITCH
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,A,0,21/Jun/2016 12:02:40:52,,,21/Jun/2016 14:33:57:08,,151,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,A,4,27/Jun/2016 19:01:40:933,27/Jun/2016 19:01:38,27/Jun/2016 22:34:46,27/Jun/2016 23:35:39:02,273,273,1701,RETIGHTEN XJJ TERMINAL WIRE
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,A,0,22/Jun/2016 14:48:08:546,,,22/Jun/2016 16:10:42:9,82,82,1701,ADJUST 1ST FLR LANDING DOOR
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,B,0,21/Jun/2016 12:05:23:68,,,21/Jun/2016 14:34:09:656,,148,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,B,0,04/Jun/2016 22:04:45:96,,,05/Jun/2016 00:00:16:793,115,115,1713,"1713,ELCB TRIP RESET"
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,B,0,24/Jun/2016 06:34:56:246,,,24/Jun/2016 08:59:57:473,,145,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,B,0,24/Jun/2016 09:46:27:506,,,24/Jun/2016 21:05:14:23,,678,0102,"ONBACK, REPLACED R1, R2, R3 CONTACTOR"
12,11U,AK,H,HOUGANG AVENUE 10,447,530447,C,0,21/Jun/2016 12:05:42:766,,,21/Jun/2016 14:34:22:473,148,148,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 10,450,530450,C,0,17/Jun/2016 13:51:11:916,,,17/Jun/2016 14:04:07:193,,12,1701,MAN AT SITE SERVICING
12,11U,AK,H,HOUGANG AVENUE 10,450,530450,C,21,27/Jun/2016 23:41:19:003,27/Jun/2016 23:41:15,28/Jun/2016 00:08:31,28/Jun/2016 07:34:28:986,473,473,1701,REPLACE SENSOR WIRE
12,11U,AK,H,HOUGANG AVENUE 10,451,530451,C,0,25/Jun/2016 12:16:30:143,,,25/Jun/2016 13:39:57:943,83,83,1701,ADJUST 5TH FLOOR LANDING DOOR ALIGNMENT
2,05,AK,H,HOUGANG AVENUE 10,452,530452,B,5,08/Jun/2016 13:48:28:96,08/Jun/2016 14:35:34,08/Jun/2016 14:37:50,08/Jun/2016 15:52:08:3,123,123,1701,0701 - ADJ CDR POS SWT & SVC DR MOTOR CHK OPS
2,05,AK,H,HOUGANG AVENUE 10,452,530452,B,0,05/Jun/2016 23:19:38:326,,,06/Jun/2016 08:47:32:423,567,567,1500,1500-CHECK NORMAL
2,05,AK,H,HOUGANG AVENUE 10,452,530452,B,0,04/Jun/2016 18:59:45:2,,,04/Jun/2016 22:22:10:003,202,202,1500,FALSE CALL
2,05,AK,H,HOUGANG AVENUE 10,452,530452,B,0,07/Jun/2016 08:37:43:076,,,07/Jun/2016 09:17:07:46,,39,1500,1500-FALSE CALL
2,05,AK,H,HOUGANG AVENUE 10,456,530456,B,0,11/Jun/2016 11:06:53:833,,,11/Jun/2016 13:07:50:056,120,120,1701,LIFT TRIP - RESET
2,05,AK,H,HOUGANG AVENUE 10,457,530457,A,0,15/Jun/2016 19:14:35:363,,,16/Jun/2016 09:26:51:986,852,852,1500,1500-CHECK NORMAL
2,05,AK,H,HOUGANG AVENUE 10,457,530457,B,0,30/Jun/2016 15:00:14:493,,,30/Jun/2016 23:00:16:136,480,480,1701,1705 - REPLACE FTUBE
2,05,AK,H,HOUGANG AVENUE 10,457,530457,B,8,26/Jun/2016 10:41:20:34,26/Jun/2016 10:44:09,26/Jun/2016 11:09:04,26/Jun/2016 12:10:28:33,27,89,1701,1401 - REMOVED PAPER FROM 8FL LDR
2,05,AK,H,HOUGANG AVENUE 10,458,530458,A,0,03/Jun/2016 10:32:19:093,,,03/Jun/2016 15:23:17:526,,290,1705,1705 - REPL LHS 2FT F/TUBE
16,09,AK,H,HOUGANG AVENUE 4,577,530577,B,0,06/Jun/2016 10:21:35:68,,,06/Jun/2016 11:05:18:953,43,43,1701,1700- CHECK  LIGHTING  NORMAL
16,09,AK,H,HOUGANG AVENUE 4,577,530577,B,0,17/Jun/2016 23:32:43:543,,,18/Jun/2016 11:29:52:786,717,717,1701,0400- ADJUST  GOVERNOR
16,09,AK,H,HOUGANG AVENUE 4,578,530578,A,0,28/Jun/2016 11:58:01:9,,,28/Jun/2016 14:46:37:193,168,168,1701,1705-SHD BE LB. REPLACE 1 INCAR LIGHT & STARTER
18,2U,AK,H,HOUGANG AVENUE 4,601,530601,B,0,07/Jun/2016 10:39:24:9,,,07/Jun/2016 13:57:50:553,,198,1701,TECH AT SITE MONTHLY SVC
21,5U,AK,H,HOUGANG AVENUE 4,604,530604,A,0,06/Jun/2016 12:07:08:356,,,06/Jun/2016 18:06:58:946,359,359,1701,1701-MECH SERVICING AT SITE
18,2U,AK,H,HOUGANG AVENUE 4,605,530605,A,0,29/Jun/2016 16:25:24:94,,,29/Jun/2016 17:24:28:34,59,59,1701,FIX BACK INCAR CEILING BCK NORMAL DUE TO CONTRACTO
18,2U,AK,H,HOUGANG AVENUE 4,607,530607,B,0,09/Jun/2016 10:32:27:823,,,09/Jun/2016 12:42:43:9,,130,1701,TECH AT SITE MONTHLY SVC
21,5U,AK,H,HOUGANG AVENUE 4,608,530608,B,0,06/Jun/2016 10:37:14:853,,,06/Jun/2016 18:07:25:056,,450,1701,1701-MECH SERVICING AT SITE
22,G1A,AK,H,HOUGANG AVENUE 4,662,530662,A,0,02/Jun/2016 19:21:12:666,,,02/Jun/2016 21:19:49:776,118,118,1500,1500-CHECKED NORMAL
22,G1A,AK,H,HOUGANG AVENUE 4,665,530665,A,0,03/Jun/2016 16:35:06:913,,,03/Jun/2016 17:33:49:98,58,58,1701,1701 -TECH @ SITE CHECKING  - COMPLETED
22,G1A,AK,H,HOUGANG AVENUE 4,665,530665,C,0,20/Jun/2016 16:06:15:09,,,20/Jun/2016 16:24:48:346,18,18,1701,1701 - TECH @ SITE SVC  - COMPLETED
12,13U,AK,H,HOUGANG AVENUE 4,666,530666,A,19,11/Jun/2016 01:22:23:626,11/Jun/2016 01:22:20,11/Jun/2016 03:57:45,11/Jun/2016 07:09:17:71,346,346,1701,TIGHTEN TERMINAL BREAKER
22,G1A,AK,H,HOUGANG AVENUE 4,667,530667,B,12,01/Jun/2016 17:18:24:833,01/Jun/2016 17:18:41,01/Jun/2016 17:19:25,01/Jun/2016 18:11:41:546,53,53,1501,1501 - UPON ARRIVAL TMS CLR LF FUNCTIONING NORMAL
22,G1A,AK,H,HOUGANG AVENUE 4,667,530667,B,16,21/Jun/2016 13:33:48:99,21/Jun/2016 13:35:54,21/Jun/2016 13:38:30,21/Jun/2016 14:40:34:846,66,66,1701,1701 - TECH @ SITE REPLACE PARTS
22,G1A,AK,H,HOUGANG AVENUE 4,667,530667,C,0,21/Jun/2016 11:57:03:056,,,21/Jun/2016 15:02:11:206,,185,1701,1701 - TECH @ SITE SVC  - COMPLETED
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,0,09/Jun/2016 15:54:32:626,,,09/Jun/2016 17:17:44:12,83,83,1701,REPLACE CAR DOOR KNIFE CONTACT
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,23/Jun/2016 23:37:44:003,23/Jun/2016 23:37:40,24/Jun/2016 00:18:11,24/Jun/2016 04:21:20:113,40,283,1702,ADJUST CAR DOOR LOCK
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,08/Jun/2016 09:59:13:056,08/Jun/2016 09:59:08,08/Jun/2016 11:23:33,08/Jun/2016 11:51:10:17,84,111,1701,ADJUST CARDOOR CLOSING SPEED
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,23/Jun/2016 11:29:00:063,23/Jun/2016 11:28:56,23/Jun/2016 11:30:49,23/Jun/2016 14:28:26:963,179,179,1701,"1701,REPLACED CAR DOOR KNIFE SPRING"
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,14/Jun/2016 13:16:57:863,14/Jun/2016 13:16:54,14/Jun/2016 13:30:12,14/Jun/2016 16:15:25:626,178,178,1701,"1701,ADJUST CAR DOOR LOCK"
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,24/Jun/2016 04:55:36:506,24/Jun/2016 04:55:33,24/Jun/2016 05:32:52,24/Jun/2016 06:50:40:17,115,115,1701,REPROGRAM VVVF DATA
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,22/Jun/2016 22:12:36:07,22/Jun/2016 22:12:28,22/Jun/2016 22:28:36,23/Jun/2016 00:07:34:096,15,114,1701,ADJUST CAR DOOR SPEED
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,21/Jun/2016 15:54:09:553,21/Jun/2016 15:54:02,21/Jun/2016 15:57:19,21/Jun/2016 17:15:14:38,3,81,1701,"CAR DOOR SILL STUCKED BY STONE,REMOVED"
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,24/Jun/2016 14:06:07:776,24/Jun/2016 14:06:03,24/Jun/2016 14:07:00,24/Jun/2016 17:27:08:673,201,201,1701,REPLACED CAR DOOR KNIFE SPRING
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,0,09/Jun/2016 12:17:11:873,,,09/Jun/2016 14:43:15:406,,146,1500,1500 - CHECK LIFT  NORMAL
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,E,11,10/Jun/2016 22:29:19:926,10/Jun/2016 22:29:16,10/Jun/2016 22:43:19,11/Jun/2016 00:38:19:17,13,128,1701,ADJUST CARDOOR SPEED
12,13U,AK,H,HOUGANG AVENUE 4,682,530682,F,0,03/Jun/2016 16:56:56:743,,,03/Jun/2016 20:41:05:14,224,224,1701,"1701,NO INCOMING SUPPLY RESET BY EMSU"
12,10,AK,H,HOUGANG AVENUE 4,919,530919,A,0,29/Jun/2016 11:42:23:74,,,29/Jun/2016 14:42:33:93,180,180,1713,RESET ELCB
12,11U,AK,H,HOUGANG AVENUE 8,435,530435,A,0,10/Jun/2016 09:47:05:11,,,10/Jun/2016 14:58:28:136,,311,1701,RESECURE SAFETY EDGE CABLE
12,11U,AK,H,HOUGANG AVENUE 8,435,530435,A,0,29/Jun/2016 21:13:11:12,,,30/Jun/2016 01:02:24:71,229,229,1701,ADJUST 6TH FLOOR LANDING DOOR LOCK
12,11U,AK,H,HOUGANG AVENUE 8,435,530435,B,0,28/Jun/2016 19:56:01:903,,,28/Jun/2016 22:08:41:93,132,132,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 8,435,530435,C,0,09/Jun/2016 08:03:04:32,,,09/Jun/2016 11:12:49:113,189,189,1701,"HPI FAULTY,NEED TO REPLACE"
12,11U,AK,H,HOUGANG AVENUE 8,435,530435,C,12,10/Jun/2016 19:58:50:1,10/Jun/2016 19:58:46,10/Jun/2016 22:52:01,11/Jun/2016 08:12:25:503,733,733,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 8,435,530435,C,0,12/Jun/2016 16:30:29:803,,,13/Jun/2016 17:07:55:093,1477,1477,1701,"0108,ON BACK,REPLACED PCB MATHER BOARD"
12,11U,AK,H,HOUGANG AVENUE 8,435A,531435,A,4,14/Jun/2016 02:53:36:326,14/Jun/2016 02:53:20,14/Jun/2016 11:28:54,14/Jun/2016 12:04:52:223,551,551,1701,"1701,RESECURE XJJ PHASE WIRE"
12,11U,AK,H,HOUGANG AVENUE 8,436,530436,A,0,02/Jun/2016 09:23:10:6,,,02/Jun/2016 11:13:00:563,109,109,1701,REDUCE INCAR BUZZER SOUND
12,11U,AK,H,HOUGANG AVENUE 8,437,530437,C,0,06/Jun/2016 14:15:08:033,,,06/Jun/2016 16:40:50:206,145,145,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 8,439,530439,B,11,13/Jun/2016 13:41:08:35,13/Jun/2016 13:40:34,13/Jun/2016 14:04:09,13/Jun/2016 14:12:22:923,31,31,1701,"DOOR SILL STUCKED BY STONE,REMOVED"
12,11U,AK,H,HOUGANG AVENUE 8,439,530439,C,19,20/Jun/2016 12:02:53:006,20/Jun/2016 12:02:45,20/Jun/2016 12:22:12,20/Jun/2016 13:30:36:406,87,87,1701,ADJUST 1ST FLOOR LANDING DOOR LOCK
12,11U,AK,H,HOUGANG AVENUE 8,440,530440,D,0,09/Jun/2016 17:08:57:653,,,09/Jun/2016 20:48:16:54,219,219,1500,CHECK LIFT NORMAL
12,11U,AK,H,HOUGANG AVENUE 8,445,530445,D,0,20/Jun/2016 19:05:09:726,,,20/Jun/2016 23:59:42:76,294,294,1701,"1701,ON BACK,REPROGRAM INVERTER FLOOR DATA"
2,05,AK,H,HOUGANG AVENUE 8,446,530446,A,0,21/Jun/2016 08:09:09:993,,,21/Jun/2016 10:12:20:303,123,123,1701,1800-LIFT CAN`T TRAVEL-OMS
2,05,AK,H,HOUGANG AVENUE 8,446,530446,A,0,09/Jun/2016 13:27:40:653,,,09/Jun/2016 14:42:59:943,75,75,1500,1500 - FALSE CALL
2,05,AK,H,HOUGANG AVENUE 8,446,530446,A,0,30/Jun/2016 07:55:04:246,,,30/Jun/2016 10:31:58:88,156,156,1705,EBOPS TRIPPED-RESET
2,05,AK,H,HOUGANG AVENUE 8,446,530446,B,0,09/Jun/2016 13:27:48:783,,,09/Jun/2016 14:43:35:786,75,75,1500,1500 - CHK NORMAL
2,05,AK,H,HOUGANG AVENUE 8,446,530446,B,0,10/Jun/2016 12:27:04:846,,,10/Jun/2016 13:56:22:173,89,89,1704,1704 - INCAR FAN NOISY - N/R
2,05,AK,H,HOUGANG AVENUE 8,446,530446,B,0,10/Jun/2016 07:16:39:106,,,10/Jun/2016 08:50:23:193,93,93,1704,CAR FAN NOISY-N/R
